method,seed,latent_dim,beta,n_clusters,silhouette,calinski_harabasz,davies_bouldin,ari,nmi,purity,n_samples_silhouette
vae_gmm,42,16,0.01,11,0.01733838953077793,269.37650555184115,3.011269676698721,0.032069949431845886,0.13391977347421094,0.5652434756524347,3000
vae_kmeans,42,16,0.01,12,0.06333602219820023,455.9660456242937,2.164916945964778,0.033116336752753085,0.12612475655929287,0.5887411258874112,3000
vae_gmm,42,16,0.01,12,0.020721927285194397,304.19354100740975,2.7655088519118594,0.04214236179901444,0.14010673192990436,0.5792420757924207,3000
vae_kmeans,42,16,0.01,13,0.06366708129644394,438.41880359988704,2.161611551025278,0.02915958730178663,0.12113531369890804,0.5884411558844116,3000
vae_gmm,42,16,0.01,13,0.0035033575259149075,264.04388814131255,2.777843854612188,0.026070388729402687,0.1256881858588887,0.5638436156384361,3000
vae_kmeans,42,16,0.01,14,0.06590475142002106,423.5191716115314,2.1371683722935733,0.027628148270165513,0.11748313060848581,0.5897410258974103,3000
vae_gmm,42,16,0.01,14,0.025034897029399872,265.32781854609647,2.8716601722751247,0.022209306792708012,0.10775139684138171,0.5600439956004399,3000
vae_kmeans,42,16,0.01,15,0.06432890146970749,408.2777730506434,2.1399889469347353,0.025688456976281766,0.11297594189903488,0.589041095890411,3000
vae_gmm,42,16,0.01,15,0.008003582246601582,243.18195168366427,2.8278602998039166,0.019952312139954867,0.1160393715119833,0.5648435156484352,3000
vae_kmeans,42,16,0.05,2,0.08563651889562607,956.6649349496928,3.154114672939482,0.007921545707761322,0.003898128581705393,0.531946805319468,3000
vae_gmm,42,16,0.05,2,0.014823094941675663,216.92454438774885,6.545356157773756,0.26971088599862264,0.3098139860884478,0.6396360363963604,3000
vae_kmeans,42,16,0.05,3,0.07610779255628586,844.0172353841024,2.803178553018617,0.0006721372012157565,0.0020620204271961217,0.531946805319468,3000
vae_gmm,42,16,0.05,3,0.05434122681617737,362.4235708250473,5.003899021650564,0.05461761059140458,0.07220250875946556,0.531946805319468,3000
vae_kmeans,42,16,0.05,4,0.07189120352268219,731.2910513338636,2.750325034038285,0.012969981664087587,0.010460987849108696,0.531946805319468,3000
vae_gmm,42,16,0.05,4,0.00897462572902441,243.22016817757662,4.928708206631831,0.06730127072602919,0.12880052035405032,0.5437456254374563,3000
vae_kmeans,42,16,0.05,5,0.07423214614391327,664.1709048980883,2.5695101954565236,0.08280135486765128,0.18661639746065067,0.5685431456854314,3000
vae_gmm,42,16,0.05,5,0.00971150305122137,268.15550318144506,4.217803415532974,0.06534699987638518,0.12165245402561263,0.533046695330467,3000
vae_kmeans,42,16,0.05,6,0.07532616704702377,622.8296872889048,2.427330123525911,0.08588698551426177,0.18675180943434347,0.6063393660633937,3000
vae_gmm,42,16,0.05,6,0.018347369506955147,306.19451964919097,3.673117941079361,0.08322911403962138,0.20177156863825868,0.5651434856514349,3000
vae_kmeans,42,16,0.05,7,0.07552896440029144,582.7843116967075,2.359507295052786,0.06661597443676026,0.17022266590693075,0.6039396060393961,3000
vae_gmm,42,16,0.05,7,0.02468079701066017,306.51777384353414,3.882417208780946,0.09263142885309195,0.22324127402065225,0.589041095890411,3000
vae_kmeans,42,16,0.05,8,0.0702451542019844,546.0807393251912,2.4483683404213217,0.05429528351645715,0.15522561560550524,0.5952404759524048,3000
vae_gmm,42,16,0.05,8,0.02482457272708416,283.66140262829623,4.467703548799083,0.12820106072094056,0.18785895865518748,0.6029397060293971,3000
vae_kmeans,42,16,0.05,9,0.06863535195589066,516.3088831623104,2.333963737890117,0.05277155360389074,0.15428297125059803,0.6001399860013998,3000
vae_gmm,42,16,0.05,9,0.02331394888460636,252.59455290156518,3.611662745883324,0.1051768781990957,0.19055565097217456,0.571942805719428,3000
vae_kmeans,42,16,0.05,10,0.06680241972208023,492.54172590059335,2.3174728965101252,0.04039809223118588,0.13876624001004523,0.5924407559244076,3000
vae_gmm,42,16,0.05,10,0.022290151566267014,250.23114298908123,4.017393098787023,0.05231993379649182,0.14262089926809893,0.5532446755324467,3000
vae_kmeans,42,16,0.05,11,0.06491344422101974,471.17679020449236,2.2665100730293406,0.03400510401873088,0.1389578972708225,0.5895410458954105,3000
vae_gmm,42,16,0.05,11,0.016695505008101463,268.9874764715908,3.2219288991517745,0.02020553359713912,0.11595725684741065,0.551044895510449,3000
vae_kmeans,42,16,0.05,12,0.06725063920021057,459.2372785082355,2.2042191683351438,0.03170436266239807,0.1335317281368381,0.5867413258674132,3000
vae_gmm,42,16,0.05,12,0.02588600106537342,241.1597833004439,3.1233162843333893,0.019163747784419708,0.11924163902806045,0.5560443955604439,3000
vae_kmeans,42,16,0.05,13,0.06195429340004921,435.32401675847086,2.2844699067914016,0.028614265979774362,0.12761789445112046,0.5856414358564144,3000
vae_gmm,42,16,0.05,13,0.004762987140566111,235.3217942784775,3.5871840048558967,0.016635898243187428,0.10180312380252451,0.5506449355064493,3000
vae_kmeans,42,16,0.05,14,0.06307376176118851,422.4313518049396,2.232868163207023,0.0257515777962889,0.1245296795504767,0.5827417258274172,3000
vae_gmm,42,16,0.05,14,0.012111980468034744,253.68449507520367,3.1576543121926792,0.0335828283451447,0.13226450135295895,0.5581441855814419,3000
vae_kmeans,42,16,0.05,15,0.06402347981929779,407.53888734919764,2.242980871818052,0.022974220543549785,0.11811708363284994,0.5787421257874212,3000
vae_gmm,42,16,0.05,15,0.023686416447162628,256.32912608156255,2.8665438322653762,0.04451865472043358,0.1282261779988722,0.5651434856514349,3000
vae_kmeans,42,16,0.1,2,0.07953986525535583,871.7662744163587,3.3112969905772083,-0.000819455032652491,0.0020992293390487355,0.531946805319468,3000
vae_gmm,42,16,0.1,2,0.08133536577224731,700.1169401208637,3.414011433582548,-0.00140079506677444,0.0024789337311166377,0.531946805319468,3000
vae_kmeans,42,16,0.1,3,0.06779827177524567,727.058748761354,3.0515616379377852,0.0014239365601253797,0.0014747642513636468,0.531946805319468,3000
vae_gmm,42,16,0.1,3,0.03652924671769142,410.57774797167997,4.656273543999752,0.013754603367037665,0.047566733159168,0.531946805319468,3000
vae_kmeans,42,16,0.1,4,0.06509087234735489,644.0435459666304,2.8309223388501534,0.053060084082985404,0.058899551529770465,0.5925407459254075,3000
vae_gmm,42,16,0.1,4,0.028531402349472046,292.0562002815413,4.8604280031355795,0.0843255655163924,0.17490314447985505,0.5540445955404459,3000
vae_kmeans,42,16,0.1,5,0.06783732026815414,593.6501211646237,2.655257396427686,0.12210104699439142,0.22429700132229238,0.626937306269373,3000
vae_gmm,42,16,0.1,5,0.015848148614168167,240.6139932140101,5.797997608228987,0.1583804967070128,0.24732706685649125,0.5644435556444356,3000
vae_kmeans,42,16,0.1,6,0.0689750537276268,558.1021594233928,2.5683685543445636,0.09276588220289085,0.2005615771117963,0.622937706229377,3000
vae_gmm,42,16,0.1,6,0.02520020119845867,281.192615866032,4.212075277571741,0.20585091006073333,0.25125050333540605,0.5975402459754025,3000
vae_kmeans,42,16,0.1,7,0.06824690103530884,527.949190916772,2.4322297182104102,0.07233030518215477,0.1766900173879384,0.6115388461153884,3000
vae_gmm,42,16,0.1,7,0.02472318522632122,282.5487054954462,3.915626367436552,0.20858843078015138,0.23795790469902817,0.597040295970403,3000
vae_kmeans,42,16,0.1,8,0.06628934293985367,501.7208321285183,2.3724210472643033,0.0595047772048445,0.16912215884401458,0.6102389761023898,3000
vae_gmm,42,16,0.1,8,0.032403264194726944,299.974928018904,3.3752127017535467,0.01418031339860783,0.0590062988253885,0.531946805319468,3000
vae_kmeans,42,16,0.1,9,0.06584296375513077,476.1019862000093,2.358296834796513,0.05171996130674799,0.15943136229005178,0.6066393360663933,3000
vae_gmm,42,16,0.1,9,0.045275360345840454,323.0223386036831,3.361473125561297,0.037599487153604845,0.11588971434633125,0.5533446655334466,3000
vae_kmeans,42,16,0.1,10,0.06311231851577759,453.87208001314673,2.3225090143868377,0.04133930262008009,0.14363754694289554,0.5997400259974003,3000
vae_gmm,42,16,0.1,10,-0.004048990085721016,235.54102241268635,4.601956594142747,0.06028639772507862,0.13783419871228836,0.549045095490451,3000
vae_kmeans,42,16,0.1,11,0.06464516371488571,432.2020499108111,2.2699348915700486,0.03705437980221604,0.13892792451119337,0.597040295970403,3000
vae_gmm,42,16,0.1,11,0.02506989613175392,269.61087671899816,3.3235388856067813,0.04957430410565814,0.1166969777545842,0.5467453254674532,3000
vae_kmeans,42,16,0.1,12,0.06101961433887482,414.3133471811474,2.2380246497863663,0.03155219205942368,0.137033649653659,0.5917408259174083,3000
vae_gmm,42,16,0.1,12,0.014858958311378956,233.70890344599988,4.098221994065248,0.04846637626008831,0.12299528824144412,0.5485451454854514,3000
vae_kmeans,42,16,0.1,13,0.0590670071542263,397.87572305106096,2.23027380102376,0.02962684584927363,0.1337221603287092,0.5889411058894111,3000
vae_gmm,42,16,0.1,13,0.018983911722898483,232.5719699052477,3.2895528117751742,0.042722410517974166,0.1339441131430204,0.5535446455354465,3000
vae_kmeans,42,16,0.1,14,0.06458482146263123,384.14179010201025,2.239038686540824,0.02863234886742291,0.13268112448393343,0.5834416558344165,3000
vae_gmm,42,16,0.1,14,-0.010475998744368553,199.27788338824357,4.181076041139645,0.030657155491209627,0.13454103096610207,0.5594440555944405,3000
vae_kmeans,42,16,0.1,15,0.06362920999526978,372.3097684467419,2.178578828027333,0.02483509288695677,0.12620629680694478,0.5752424757524247,3000
vae_gmm,42,16,0.1,15,0.009876460768282413,224.76584502355186,3.4138050291454274,0.032405706139972554,0.10606827443420415,0.5627437256274372,3000
vae_kmeans,42,16,0.5,2,0.11137571930885315,1029.048480708707,2.7980655330419193,-0.00140079506677444,0.0024789337311166377,0.531946805319468,3000
vae_gmm,42,16,0.5,2,0.07310313731431961,784.2492178143169,3.495757415406846,0.013314962372689724,0.0357710633106435,0.531946805319468,3000
vae_kmeans,42,16,0.5,3,0.09926573932170868,927.6825814509135,2.7928717564674534,0.00016924156453327756,0.0023267937865045917,0.531946805319468,3000
vae_gmm,42,16,0.5,3,0.08488252013921738,598.4803175010909,3.665358066008905,0.06573227882061174,0.08567529543470521,0.531946805319468,3000
vae_kmeans,42,16,0.5,4,0.0890854001045227,833.9580822025962,2.521989011168464,0.001019364583888263,0.0031945601406834457,0.531946805319468,3000
vae_gmm,42,16,0.5,4,0.035466957837343216,561.7156226488057,3.1276717345046094,0.03495674411078905,0.09445269349122631,0.531946805319468,3000
vae_kmeans,42,16,0.5,5,0.08932539075613022,764.4296963318324,2.361869691487893,0.0019296208263732575,0.004569970843550587,0.531946805319468,3000
vae_gmm,42,16,0.5,5,0.07100548595190048,663.6810235423997,2.6170392824636757,0.00015011411342690762,0.014804890474243167,0.531946805319468,3000
vae_kmeans,42,16,0.5,6,0.08926564455032349,728.1268026570701,2.2521483532403663,0.05680279909743785,0.165161361302742,0.5651434856514349,3000
vae_gmm,42,16,0.5,6,0.050907257944345474,516.66048215446,2.8909400291752596,0.03431726550687993,0.08345277332167926,0.5326467353264673,3000
vae_kmeans,42,16,0.5,7,0.0918579176068306,688.9885420787974,2.1631124974937204,0.047783847671066436,0.1558843635322099,0.5641435856414359,3000
vae_gmm,42,16,0.5,7,0.06122419238090515,530.1455845508718,2.8173382722530405,0.04585288863711159,0.1369939091175604,0.5595440455954405,3000
vae_kmeans,42,16,0.5,8,0.0893573984503746,657.1323434838054,2.096875061386848,0.05557043695603787,0.16240407716450228,0.6040395960403959,3000
vae_gmm,42,16,0.5,8,0.05842818692326546,487.4884022208595,2.9174011357548357,0.03023715298248334,0.1114999126728671,0.5498450154984501,3000
vae_kmeans,42,16,0.5,9,0.08721547573804855,625.4204078579166,2.035711277492502,0.0465980697759592,0.15047612723060158,0.5981401859814018,3000
vae_gmm,42,16,0.5,9,0.06325101852416992,504.48066077294334,2.6688215504693757,0.029910851192287726,0.11850888358536966,0.5538446155384461,3000
vae_kmeans,42,16,0.5,10,0.09039464592933655,597.7766197839949,2.06703235836639,0.034651636118780395,0.13596712348487183,0.5652434756524347,3000
vae_gmm,42,16,0.5,10,0.0640036091208458,486.5373191229997,2.5694803442589693,0.030930703220914582,0.11526302028877522,0.5540445955404459,3000
vae_kmeans,42,16,0.5,11,0.0880618691444397,573.8903379313917,2.0203497306212412,0.03671716050365855,0.13470123308344711,0.5868413158684131,3000
vae_gmm,42,16,0.5,11,0.06049742549657822,469.32674295875773,2.3853273223541342,0.03366995850433793,0.11941718101781913,0.5712428757124287,3000
vae_kmeans,42,16,0.5,12,0.08481539785861969,550.8171813775804,2.0135236062877087,0.032163710889970526,0.12991883300360826,0.5860413958604139,3000
vae_gmm,42,16,0.5,12,0.05015016719698906,420.1015345532255,2.594402801521294,0.021807078178153035,0.09022616259116388,0.5388461153884612,3000
vae_kmeans,42,16,0.5,13,0.08129381388425827,529.3982013848857,1.9870403775676182,0.027961981057001192,0.12572935569708607,0.5827417258274172,3000
vae_gmm,42,16,0.5,13,0.04218996316194534,380.82404796265826,3.022361221044782,0.021248454811302043,0.09185343897393758,0.555944405559444,3000
vae_kmeans,42,16,0.5,14,0.08485212177038193,515.2021290733553,1.968657366899095,0.02907611641106313,0.1243513686355156,0.5804419558044196,3000
vae_gmm,42,16,0.5,14,0.03727923706173897,355.000361802777,2.9522053893515685,0.019171263881085372,0.08285340638850439,0.5586441355864413,3000
vae_kmeans,42,16,0.5,15,0.0828297808766365,493.4327800781668,2.0239370684531837,0.02402982247656715,0.12022375842749959,0.5842415758424158,3000
vae_gmm,42,16,0.5,15,0.025695813819766045,328.80833854851204,2.9808142872606385,0.014019273545031123,0.07613145704067423,0.5475452454754525,3000
vae_kmeans,42,16,1.0,2,0.10877387225627899,1156.5363535337215,2.8142123170278355,0.001558472004877626,0.0016158823041089946,0.531946805319468,3000
vae_gmm,42,16,1.0,2,0.08796726167201996,759.9614741177779,3.507317170727931,0.14867262515605825,0.14900396391713108,0.531946805319468,3000
vae_kmeans,42,16,1.0,3,0.11876232922077179,1104.325696541915,2.5449716854547026,0.0003227797472304584,0.0023302332432211595,0.531946805319468,3000
vae_gmm,42,16,1.0,3,0.09788727015256882,943.1843905133603,2.961787791101544,0.07324768649945984,0.0860221682236273,0.531946805319468,3000
vae_kmeans,42,16,1.0,4,0.12190539389848709,1003.3150162540538,2.2715163227590747,0.0895273830849327,0.18933734435547564,0.567043295670433,3000
vae_gmm,42,16,1.0,4,0.09985832870006561,877.0404761535054,2.603575879669047,0.11643905859649765,0.21075099113216567,0.5771422857714229,3000
vae_kmeans,42,16,1.0,5,0.11316648125648499,951.1460877387351,2.0616813205350812,0.06182924534998068,0.16762989926832914,0.5642435756424358,3000
vae_gmm,42,16,1.0,5,0.08706018328666687,788.7833215352802,2.5009168622062834,0.08601850624837466,0.1868874187034566,0.5689431056894311,3000
vae_kmeans,42,16,1.0,6,0.11094140261411667,902.967667368885,1.9802690677453247,0.052036698296189295,0.15817012010712192,0.5633436656334366,3000
vae_gmm,42,16,1.0,6,0.08267514407634735,701.6519819058242,2.8402701930210537,0.0753810459458127,0.17065008431649836,0.5551444855514449,3000
vae_kmeans,42,16,1.0,7,0.1112772598862648,869.0838921254149,1.9031860585391895,0.06834063536651515,0.17170992068264881,0.6071392860713929,3000
vae_gmm,42,16,1.0,7,0.07812975347042084,641.8734553920623,2.990204840127014,0.06679203230554995,0.17420675036694996,0.5608439156084392,3000
vae_kmeans,42,16,1.0,8,0.10633262246847153,824.7909885638019,1.8456238393734141,0.056206120490202995,0.15880318630645462,0.6016398360163984,3000
vae_gmm,42,16,1.0,8,0.07714416086673737,613.4050739126346,2.657914737247963,0.06656117428904725,0.1802340242933775,0.5794420557944205,3000
vae_kmeans,42,16,1.0,9,0.11137426644563675,791.0166190971214,1.9081395567950803,0.04784183735598433,0.15069194210599238,0.5985401459854015,3000
vae_gmm,42,16,1.0,9,0.08102325350046158,640.0678866352112,2.1783452879940266,0.05573704226704696,0.1747654726991342,0.5827417258274172,3000
vae_kmeans,42,16,1.0,10,0.11272750049829483,759.9103995656188,1.8895274239841409,0.04389614783442635,0.1444961717461124,0.5968403159684031,3000
vae_gmm,42,16,1.0,10,0.07683419436216354,628.3343005720975,2.131908879391677,0.04652574964584872,0.17007370688975035,0.5884411558844116,3000
vae_kmeans,42,16,1.0,11,0.10674796253442764,730.112497648851,1.8867013309497835,0.037458679691005733,0.13878762213921084,0.5931406859314069,3000
vae_gmm,42,16,1.0,11,0.08012435585260391,586.083951305247,2.1609789660339422,0.047934350829516456,0.1632276395859509,0.5842415758424158,3000
vae_kmeans,42,16,1.0,12,0.11109238862991333,703.6305737889553,1.8220176801539834,0.036054825447431285,0.13539657909936295,0.5929407059294071,3000
vae_gmm,42,16,1.0,12,0.07621892541646957,557.0403225042313,2.131052644392543,0.04082501695101109,0.15626533140568943,0.5781421857814218,3000
vae_kmeans,42,16,1.0,13,0.10581120103597641,674.3228478079208,1.8394231662599883,0.029665012921155275,0.12778844229404618,0.5876412358764124,3000
vae_gmm,42,16,1.0,13,0.07270257920026779,548.7334233337137,2.100800188188612,0.034869447268345316,0.1494616784293008,0.5793420657934206,3000
vae_kmeans,42,16,1.0,14,0.1083369106054306,655.6773864568983,1.8055890231046179,0.028655192576117657,0.12580359361918333,0.5868413158684131,3000
vae_gmm,42,16,1.0,14,0.07294856011867523,536.33664000961,2.114176476475706,0.03008076644837785,0.14648165717106015,0.5746425357464253,3000
vae_kmeans,42,16,1.0,15,0.11356440931558609,631.4930892558242,1.7427196184131957,0.026452069486235127,0.1283853651511327,0.5857414258574143,3000
vae_gmm,42,16,1.0,15,0.06780800223350525,479.943797983643,2.285114291546446,0.037260378800144565,0.14288059922885066,0.5754424557544245,3000
pca_kmeans,42,16,,2,0.11710052192211151,1381.275064124528,2.613727498219738,0.0009345042953615361,0.0027448586773402973,0.531946805319468,3000
pca_gmm,42,16,,2,0.022224487736821175,220.4017989543114,6.543256708809577,0.6844024015782939,0.6345535580168084,0.7709229077092291,3000
pca_kmeans,42,16,,3,0.09717585146427155,1125.6510195936141,2.4998663856457135,0.0005236245370651565,0.0014458395848965303,0.531946805319468,3000
pca_gmm,42,16,,3,0.045589275658130646,421.34447459382744,5.275994781744786,0.06314055662206745,0.1854490594140653,0.6176382361763824,3000
pca_kmeans,42,16,,4,0.0952054113149643,1008.9977820104483,2.4259177727795693,0.011920039559868948,0.016204717762002496,0.531946805319468,3000
pca_gmm,42,16,,4,-0.0018803647253662348,217.60013839862896,6.378683522696829,0.18962429383104315,0.2252984867505665,0.5824417558244176,3000
pca_kmeans,42,16,,5,0.09318174421787262,909.443598040138,2.3368466150000504,0.02909983512621423,0.03168545010345323,0.5773422657734226,3000
pca_gmm,42,16,,5,0.019480697810649872,249.85155199350413,6.736195330857363,0.36521343386272426,0.33585148574813745,0.6856314368563143,3000
